epoch,step,test_acc,test_loss,train_acc_epoch,train_acc_step,train_loss_epoch,train_loss_step,valid_acc,valid_loss
2,2549,,,,0.890625,,0.4397140145301819,,
2,2599,,,,0.890625,,0.25664129853248596,,
2,2649,,,,0.890625,,0.2506428360939026,,
2,2699,,,,0.921875,,0.21743828058242798,,
2,2749,,,,0.84375,,0.4505038559436798,,
2,2799,,,,0.859375,,0.30667877197265625,,
2,2849,,,,0.890625,,0.3787303566932678,,
2,2899,,,,0.90625,,0.3604060113430023,,
2,2949,,,,0.90625,,0.3702932596206665,,
2,2999,,,,0.875,,0.25089970231056213,,
2,3049,,,,0.875,,0.36654210090637207,,
2,3099,,,,0.90625,,0.2741280198097229,,
2,3149,,,,0.96875,,0.15404492616653442,,
2,3199,,,,0.90625,,0.25588738918304443,,
2,3249,,,,0.8125,,0.4782520532608032,,
2,3299,,,,0.9375,,0.2020879089832306,,
2,3349,,,,0.9375,,0.21173198521137238,,
2,3399,,,,0.90625,,0.3080047369003296,,
2,3449,,,,0.859375,,0.411528617143631,,
2,3499,,,,0.765625,,0.6168056726455688,,
2,3549,,,,0.9375,,0.20991387963294983,,
2,3599,,,,0.859375,,0.4384188652038574,,
2,3649,,,,0.921875,,0.3273165822029114,,
2,3699,,,,0.890625,,0.2930864691734314,,
2,3743,,,,,,,0.8986372351646423,0.3122284412384033
2,3743,,,0.8913887143135071,,0.34288063645362854,,,
3,3749,,,,0.921875,,0.2403412163257599,,
3,3799,,,,0.859375,,0.5876257419586182,,
3,3849,,,,0.859375,,0.307900607585907,,
3,3899,,,,0.890625,,0.38166308403015137,,
3,3949,,,,0.90625,,0.2562480866909027,,
3,3999,,,,0.84375,,0.4186362326145172,,
3,4049,,,,0.890625,,0.34535908699035645,,
3,4099,,,,0.84375,,0.5265426635742188,,
3,4149,,,,0.921875,,0.21021011471748352,,
3,4199,,,,0.953125,,0.17631158232688904,,
3,4249,,,,0.96875,,0.14264529943466187,,
3,4299,,,,0.875,,0.33970725536346436,,
3,4349,,,,0.9375,,0.2187194973230362,,
3,4399,,,,0.890625,,0.24800407886505127,,
3,4449,,,,0.890625,,0.4042734205722809,,
3,4499,,,,0.953125,,0.17033560574054718,,
3,4549,,,,0.953125,,0.24342143535614014,,
3,4599,,,,0.953125,,0.23193196952342987,,
3,4649,,,,0.875,,0.3207181394100189,,
3,4699,,,,0.90625,,0.3117743730545044,,
3,4749,,,,0.953125,,0.31816157698631287,,
3,4799,,,,0.8125,,0.3504675626754761,,
3,4849,,,,0.984375,,0.15104876458644867,,
3,4899,,,,0.875,,0.24755237996578217,,
3,4949,,,,0.984375,,0.11241668462753296,,
3,4991,,,,,,,0.9057326316833496,0.2895914912223816
3,4991,,,0.9065880179405212,,0.29083871841430664,,,
4,4999,,,,0.921875,,0.2560425102710724,,
4,5049,,,,0.890625,,0.2677927613258362,,
4,5099,,,,0.859375,,0.4477407932281494,,
4,5149,,,,0.828125,,0.631157398223877,,
4,5199,,,,0.953125,,0.26625269651412964,,
4,5249,,,,0.875,,0.25741949677467346,,
4,5299,,,,0.875,,0.32560500502586365,,
4,5349,,,,0.859375,,0.4304278492927551,,
4,5399,,,,0.921875,,0.26129311323165894,,
4,5449,,,,0.9375,,0.3431171774864197,,
4,5499,,,,0.90625,,0.2673290967941284,,
4,5549,,,,0.9375,,0.1909126341342926,,
4,5599,,,,0.828125,,0.42309197783470154,,
4,5649,,,,0.921875,,0.24179846048355103,,
4,5699,,,,0.90625,,0.2975234091281891,,
4,5749,,,,0.9375,,0.3697778284549713,,
4,5799,,,,0.890625,,0.20381510257720947,,
4,5849,,,,0.921875,,0.16380394995212555,,
4,5899,,,,0.921875,,0.21914327144622803,,
4,5949,,,,0.890625,,0.24601036310195923,,
4,5999,,,,0.890625,,0.2988046109676361,,
4,6049,,,,0.90625,,0.3181951642036438,,
4,6099,,,,0.9375,,0.2023676037788391,,
4,6149,,,,0.953125,,0.11181872338056564,,
4,6199,,,,0.875,,0.289470911026001,,
4,6239,,,,,,,0.9091113805770874,0.26718997955322266
4,6239,,,0.9161282777786255,,0.2561461329460144,,,
5,6249,,,,0.984375,,0.18491008877754211,,
5,6299,,,,0.875,,0.24966368079185486,,
5,6349,,,,0.96875,,0.09886065125465393,,
5,6399,,,,0.9375,,0.17784270644187927,,
5,6449,,,,0.921875,,0.4972134828567505,,
5,6499,,,,0.890625,,0.25650808215141296,,
5,6549,,,,0.890625,,0.3401281237602234,,
5,6599,,,,0.90625,,0.35020679235458374,,
5,6649,,,,0.9375,,0.19128470122814178,,
5,6699,,,,0.953125,,0.14032498002052307,,
5,6749,,,,0.9375,,0.1264597475528717,,
5,6799,,,,0.953125,,0.24562613666057587,,
5,6849,,,,0.984375,,0.09396243095397949,,
5,6899,,,,0.875,,0.26815396547317505,,
5,6949,,,,0.96875,,0.15616771578788757,,
5,6999,,,,0.9375,,0.17276690900325775,,
5,7049,,,,0.859375,,0.44356778264045715,,
5,7099,,,,0.9375,,0.16918355226516724,,
5,7149,,,,0.9375,,0.1669658124446869,,
5,7199,,,,0.890625,,0.3616643249988556,,
5,7249,,,,0.96875,,0.12737557291984558,,
5,7299,,,,0.921875,,0.24658912420272827,,
5,7349,,,,0.9375,,0.22979897260665894,,
5,7399,,,,0.84375,,0.5603265762329102,,
5,7449,,,,0.875,,0.27156710624694824,,
5,7487,,,,,,,0.9154183864593506,0.25882238149642944
5,7487,,,0.9244040250778198,,0.22891944646835327,,,
6,7499,,,,0.90625,,0.23368144035339355,,
6,7549,,,,0.9375,,0.20509186387062073,,
6,7599,,,,0.984375,,0.08248630166053772,,
6,7649,,,,0.984375,,0.08877650648355484,,
6,7699,,,,0.921875,,0.27302926778793335,,
6,7749,,,,0.953125,,0.1808818280696869,,
6,7799,,,,0.90625,,0.1673893928527832,,
6,7849,,,,0.90625,,0.27614977955818176,,
6,7899,,,,0.96875,,0.10938452184200287,,
6,7949,,,,0.921875,,0.14490275084972382,,
6,7999,,,,0.953125,,0.11665141582489014,,
6,8049,,,,0.90625,,0.372083842754364,,
6,8099,,,,0.9375,,0.1359473466873169,,
6,8149,,,,0.921875,,0.27315232157707214,,
6,8199,,,,0.921875,,0.27090227603912354,,
6,8249,,,,0.96875,,0.1452208310365677,,
6,8299,,,,0.90625,,0.22329741716384888,,
6,8349,,,,0.96875,,0.16138790547847748,,
6,8399,,,,0.890625,,0.34710127115249634,,
6,8449,,,,0.953125,,0.21669547259807587,,
6,8499,,,,0.921875,,0.18247748911380768,,
6,8549,,,,0.90625,,0.2012367844581604,,
6,8599,,,,0.90625,,0.21572557091712952,,
6,8649,,,,0.9375,,0.2263830006122589,,
6,8699,,,,0.96875,,0.1165132224559784,,
6,8735,,,,,,,0.922175943851471,0.2361306995153427
6,8735,,,0.9309770464897156,,0.20750512182712555,,,
7,8749,,,,0.96875,,0.1465931534767151,,
7,8799,,,,0.90625,,0.17664551734924316,,
7,8849,,,,0.875,,0.20684494078159332,,
7,8899,,,,0.90625,,0.222952738404274,,
7,8949,,,,0.953125,,0.2534754276275635,,
7,8999,,,,0.984375,,0.09914372861385345,,
7,9049,,,,0.921875,,0.2343977838754654,,
7,9099,,,,0.921875,,0.2439262568950653,,
7,9149,,,,0.953125,,0.19441260397434235,,
7,9199,,,,0.921875,,0.192655548453331,,
7,9249,,,,0.921875,,0.23623943328857422,,
7,9299,,,,0.96875,,0.09591147303581238,,
7,9349,,,,0.9375,,0.15915893018245697,,
7,9399,,,,0.953125,,0.23426465690135956,,
7,9449,,,,0.9375,,0.1762845814228058,,
7,9499,,,,0.953125,,0.2554064989089966,,
7,9549,,,,0.890625,,0.27423936128616333,,
7,9599,,,,0.875,,0.41310855746269226,,
7,9649,,,,0.953125,,0.18729352951049805,,
7,9699,,,,0.9375,,0.12077051401138306,,
7,9749,,,,0.9375,,0.18554255366325378,,
7,9799,,,,0.96875,,0.12618686258792877,,
7,9849,,,,0.9375,,0.11273173242807388,,
7,9899,,,,0.890625,,0.38465434312820435,,
7,9949,,,,0.984375,,0.11599656939506531,,
7,9983,,,,,,,0.9249915480613708,0.23183229565620422
7,9983,,,0.9360476732254028,,0.19149233400821686,,,
8,9999,,,,0.953125,,0.1351233720779419,,
8,10049,,,,0.921875,,0.19812269508838654,,
8,10099,,,,0.96875,,0.09111465513706207,,
8,10149,,,,0.953125,,0.12617550790309906,,
8,10199,,,,0.921875,,0.2462945580482483,,
8,10249,,,,0.921875,,0.11576370149850845,,
8,10299,,,,0.984375,,0.08286407589912415,,
8,10349,,,,0.921875,,0.1690559834241867,,
8,10399,,,,0.921875,,0.23088541626930237,,
8,10449,,,,0.953125,,0.204636812210083,,
8,10499,,,,0.875,,0.2277374267578125,,
8,10549,,,,0.890625,,0.2358626425266266,,
8,10599,,,,0.953125,,0.16636896133422852,,
8,10649,,,,0.859375,,0.23655059933662415,,
8,10699,,,,0.953125,,0.3173425793647766,,
8,10749,,,,0.9375,,0.12790906429290771,,
8,10799,,,,0.96875,,0.13222916424274445,,
8,10849,,,,0.890625,,0.2177639901638031,,
8,10899,,,,0.96875,,0.11344648897647858,,
8,10949,,,,0.9375,,0.15218216180801392,,
8,10999,,,,0.890625,,0.2594393193721771,,
8,11049,,,,0.96875,,0.09919822216033936,,
8,11099,,,,0.984375,,0.06447015702724457,,
8,11149,,,,0.90625,,0.1731317639350891,,
8,11199,,,,0.953125,,0.1229233518242836,,
8,11231,,,,,,,0.9238653182983398,0.22301912307739258
8,11231,,,0.9393655061721802,,0.17610390484333038,,,
9,11249,,,,0.96875,,0.13548508286476135,,
9,11299,,,,0.984375,,0.0711129754781723,,
9,11349,,,,0.96875,,0.21566170454025269,,
9,11399,,,,0.890625,,0.23282340168952942,,
9,11449,,,,0.96875,,0.1226244866847992,,
9,11499,,,,0.921875,,0.23274029791355133,,
9,11549,,,,0.984375,,0.04702082276344299,,
9,11599,,,,0.9375,,0.13249652087688446,,
9,11649,,,,0.96875,,0.11085856705904007,,
9,11699,,,,0.96875,,0.16841617226600647,,
9,11749,,,,0.90625,,0.2004743069410324,,
9,11799,,,,1.0,,0.07349689304828644,,
9,11849,,,,1.0,,0.04875076562166214,,
9,11899,,,,0.96875,,0.09192948788404465,,
9,11949,,,,0.953125,,0.07764120399951935,,
9,11999,,,,0.9375,,0.12437491118907928,,
9,12049,,,,0.921875,,0.1866282820701599,,
9,12099,,,,0.921875,,0.15085700154304504,,
9,12149,,,,0.984375,,0.09063464403152466,,
9,12199,,,,0.953125,,0.16280785202980042,,
9,12249,,,,0.9375,,0.29901227355003357,,
9,12299,,,,0.9375,,0.1423010230064392,,
9,12349,,,,0.921875,,0.17447637021541595,,
9,12399,,,,0.9375,,0.0962662398815155,,
9,12449,,,,0.890625,,0.43071553111076355,,
9,12479,,,,,,,0.9254420399665833,0.21766400337219238
9,12479,,,0.9433468580245972,,0.16352146863937378,,,
10,12480,0.9154672622680664,0.25361403822898865,,,,,,
