epoch,step,train_acc_epoch,train_acc_step,train_loss_epoch,train_loss_step,valid_acc,valid_loss
0,49,,0.046875,,3.213594436645508,,
0,99,,0.515625,,1.9412353038787842,,
0,149,,0.46875,,1.7373008728027344,,
0,199,,0.5625,,1.3004800081253052,,
0,249,,0.640625,,1.291834831237793,,
0,299,,0.6875,,1.1672470569610596,,
0,349,,0.71875,,0.9817513227462769,,
0,399,,0.71875,,0.9206154346466064,,
0,449,,0.65625,,0.9601122736930847,,
0,499,,0.6875,,0.8242823481559753,,
0,549,,0.6875,,0.8672290444374084,,
0,599,,0.859375,,0.6340311169624329,,
0,649,,0.828125,,0.5849241018295288,,
0,699,,0.8125,,0.7679604887962341,,
0,749,,0.8125,,0.6770885586738586,,
0,799,,0.765625,,0.654853105545044,,
0,849,,0.84375,,0.5866792798042297,,
0,899,,0.828125,,0.5428187847137451,,
0,949,,0.84375,,0.44375911355018616,,
0,999,,0.84375,,0.7249749898910522,,
0,1049,,0.78125,,0.6059342622756958,,
0,1099,,0.84375,,0.41687190532684326,,
0,1149,,0.859375,,0.5024991035461426,,
0,1199,,0.78125,,0.6116365194320679,,
0,1247,,,,,0.8380448222160339,0.5230571627616882
0,1247,0.6931340098381042,,1.0264917612075806,,,
1,1249,,0.84375,,0.5683887004852295,,
1,1299,,0.90625,,0.292725145816803,,
1,1349,,0.84375,,0.643686056137085,,
1,1399,,0.859375,,0.39953112602233887,,
1,1449,,0.796875,,0.6285607814788818,,
1,1499,,0.828125,,0.42985379695892334,,
1,1549,,0.828125,,0.4886663854122162,,
1,1599,,0.9375,,0.24185414612293243,,
1,1649,,0.8125,,0.48752716183662415,,
1,1699,,0.8125,,0.6727506518363953,,
1,1749,,0.921875,,0.3030020296573639,,
1,1799,,0.875,,0.4087103009223938,,
1,1849,,0.890625,,0.4225747585296631,,
1,1899,,0.875,,0.32222867012023926,,
1,1949,,0.921875,,0.33428955078125,,
1,1999,,0.859375,,0.4586239457130432,,
1,2049,,0.875,,0.34171727299690247,,
1,2099,,0.9375,,0.41691362857818604,,
1,2149,,0.890625,,0.4739799499511719,,
1,2199,,0.890625,,0.29704660177230835,,
1,2249,,0.90625,,0.35181087255477905,,
1,2299,,0.84375,,0.31645289063453674,,
1,2349,,0.921875,,0.2831849455833435,,
1,2399,,0.921875,,0.2836790382862091,,
1,2449,,0.828125,,0.4564048647880554,,
1,2495,,,,,0.878589928150177,0.3741081953048706
1,2495,0.8643704652786255,,0.42947670817375183,,,
2,2499,,0.921875,,0.23276005685329437,,
2,2549,,0.90625,,0.31340351700782776,,
2,2599,,0.859375,,0.3941759765148163,,
2,2649,,0.8125,,0.44160374999046326,,
2,2699,,0.84375,,0.418536514043808,,
2,2749,,0.9375,,0.19504332542419434,,
2,2799,,0.828125,,0.45878714323043823,,
2,2849,,0.84375,,0.3499602973461151,,
2,2899,,0.875,,0.28227096796035767,,
2,2949,,0.859375,,0.32254892587661743,,
2,2999,,0.84375,,0.36423635482788086,,
2,3049,,0.875,,0.6017599105834961,,
2,3099,,0.890625,,0.25971877574920654,,
2,3149,,0.84375,,0.5258066058158875,,
2,3199,,0.875,,0.2849150002002716,,
2,3249,,0.90625,,0.2883399724960327,,
2,3299,,0.875,,0.34420275688171387,,
2,3349,,0.9375,,0.22017553448677063,,
2,3399,,0.890625,,0.32178086042404175,,
2,3449,,0.84375,,0.29720234870910645,,
2,3499,,0.90625,,0.4631422460079193,,
2,3549,,0.953125,,0.10125298798084259,,
2,3599,,0.859375,,0.34100550413131714,,
2,3649,,0.828125,,0.5028761029243469,,
2,3699,,0.859375,,0.3212835192680359,,
2,3743,,,,,0.9023538827896118,0.31188124418258667
2,3743,0.8948442339897156,,0.3303786814212799,,,
3,3749,,0.96875,,0.15401017665863037,,
3,3799,,0.859375,,0.3298664093017578,,
3,3849,,0.9375,,0.22592897713184357,,
3,3899,,0.921875,,0.28128582239151,,
3,3949,,0.875,,0.39833885431289673,,
