epoch,step,test_acc,test_loss,train_acc_epoch,train_acc_step,train_loss_epoch,train_loss_step,valid_acc,valid_loss
3,4849,,,,0.9375,,0.16669870913028717,,
3,4899,,,,0.828125,,0.5528408885002136,,
3,4949,,,,0.875,,0.435355544090271,,
3,4991,,,,,,,0.9002140164375305,0.3130108118057251
3,4991,,,0.9036708474159241,,0.2995132803916931,,,
4,4999,,,,0.875,,0.2502460479736328,,
4,5049,,,,0.9375,,0.156042218208313,,
4,5099,,,,0.953125,,0.27513182163238525,,
4,5149,,,,0.875,,0.3373754024505615,,
4,5199,,,,0.828125,,0.38806912302970886,,
4,5249,,,,0.9375,,0.2193468064069748,,
4,5299,,,,0.9375,,0.19146274030208588,,
4,5349,,,,0.921875,,0.31978005170822144,,
4,5399,,,,0.859375,,0.2916860282421112,,
4,5449,,,,0.9375,,0.2846943140029907,,
4,5499,,,,0.9375,,0.17749625444412231,,
4,5549,,,,0.90625,,0.35449767112731934,,
4,5599,,,,0.875,,0.32838356494903564,,
4,5649,,,,0.96875,,0.1716228574514389,,
4,5699,,,,0.953125,,0.21143582463264465,,
4,5749,,,,0.9375,,0.15414893627166748,,
4,5799,,,,0.921875,,0.1858254075050354,,
4,5849,,,,0.875,,0.22921213507652283,,
4,5899,,,,0.890625,,0.21115192770957947,,
4,5949,,,,0.875,,0.2718508541584015,,
4,5999,,,,0.96875,,0.1132994145154953,,
4,6049,,,,0.953125,,0.15610522031784058,,
4,6099,,,,0.921875,,0.20023640990257263,,
4,6149,,,,0.90625,,0.303163081407547,,
4,6199,,,,0.890625,,0.3574882447719574,,
4,6239,,,,,,,0.9040432572364807,0.2787872552871704
4,6239,,,0.9127854704856873,,0.2630627453327179,,,
5,6249,,,,0.9375,,0.22702866792678833,,
5,6299,,,,0.859375,,0.38383913040161133,,
5,6349,,,,0.890625,,0.40047964453697205,,
5,6399,,,,0.953125,,0.12097591161727905,,
5,6449,,,,0.84375,,0.39567452669143677,,
5,6499,,,,0.8125,,0.421109139919281,,
5,6549,,,,0.953125,,0.18758854269981384,,
5,6599,,,,0.875,,0.26297929883003235,,
5,6649,,,,0.9375,,0.15015515685081482,,
5,6699,,,,0.875,,0.2373102456331253,,
5,6749,,,,0.921875,,0.15960705280303955,,
5,6799,,,,0.96875,,0.1073736771941185,,
5,6849,,,,0.921875,,0.21680442988872528,,
5,6899,,,,0.90625,,0.22615385055541992,,
5,6949,,,,0.921875,,0.2748683989048004,,
5,6999,,,,0.875,,0.30357518792152405,,
5,7049,,,,0.921875,,0.2604166269302368,,
5,7099,,,,0.859375,,0.29890158772468567,,
5,7149,,,,0.9375,,0.24243180453777313,,
5,7199,,,,0.90625,,0.3325424790382385,,
5,7249,,,,0.890625,,0.3065938353538513,,
5,7299,,,,0.921875,,0.42823562026023865,,
5,7349,,,,0.921875,,0.23720300197601318,,
5,7399,,,,0.90625,,0.266340970993042,,
5,7449,,,,0.890625,,0.37985628843307495,,
5,7487,,,,,,,0.914742648601532,0.261949747800827
5,7487,,,0.9205854535102844,,0.23589599132537842,,,
6,7499,,,,0.984375,,0.07461211085319519,,
6,7549,,,,0.953125,,0.1615520417690277,,
6,7599,,,,1.0,,0.06787216663360596,,
6,7649,,,,0.9375,,0.33916646242141724,,
6,7699,,,,0.953125,,0.1642664670944214,,
6,7749,,,,0.859375,,0.5789295434951782,,
6,7799,,,,0.96875,,0.12024887651205063,,
6,7849,,,,0.90625,,0.1642872840166092,,
6,7899,,,,0.859375,,0.31589141488075256,,
6,7949,,,,0.953125,,0.18941882252693176,,
6,7999,,,,0.90625,,0.2965375483036041,,
6,8049,,,,0.90625,,0.14803855121135712,,
6,8099,,,,0.921875,,0.16652873158454895,,
6,8149,,,,0.890625,,0.260658860206604,,
6,8199,,,,0.9375,,0.2034841626882553,,
6,8249,,,,0.921875,,0.28567448258399963,,
6,8299,,,,0.96875,,0.31337931752204895,,
6,8349,,,,0.953125,,0.11317463219165802,,
6,8399,,,,0.890625,,0.2634924650192261,,
6,8449,,,,0.953125,,0.2782875895500183,,
6,8499,,,,0.9375,,0.20875835418701172,,
6,8549,,,,0.9375,,0.11444665491580963,,
6,8599,,,,0.90625,,0.1700737178325653,,
6,8649,,,,0.921875,,0.20503035187721252,,
6,8699,,,,0.96875,,0.16128911077976227,,
6,8735,,,,,,,0.9177835583686829,0.24249859154224396
6,8735,,,0.9275590777397156,,0.21476633846759796,,,
7,8749,,,,0.921875,,0.18251532316207886,,
7,8799,,,,0.96875,,0.13639724254608154,,
7,8849,,,,0.890625,,0.360929012298584,,
7,8899,,,,0.984375,,0.1598866879940033,,
7,8949,,,,0.96875,,0.22441405057907104,,
7,8999,,,,0.90625,,0.2959163188934326,,
7,9049,,,,0.9375,,0.19598980247974396,,
7,9099,,,,0.9375,,0.39394479990005493,,
7,9149,,,,0.875,,0.3465877175331116,,
7,9199,,,,0.953125,,0.10321339964866638,,
7,9249,,,,0.953125,,0.12653721868991852,,
7,9299,,,,0.953125,,0.10502467304468155,,
7,9349,,,,0.953125,,0.25654032826423645,,
7,9399,,,,0.875,,0.291681706905365,,
7,9449,,,,0.921875,,0.14740726351737976,,
7,9499,,,,0.90625,,0.3936060965061188,,
7,9549,,,,0.96875,,0.10271833837032318,,
7,9599,,,,0.875,,0.28714877367019653,,
7,9649,,,,0.90625,,0.22676260769367218,,
7,9699,,,,0.921875,,0.3977561295032501,,
7,9749,,,,0.96875,,0.211536705493927,,
7,9799,,,,0.9375,,0.13112063705921173,,
7,9849,,,,0.953125,,0.150436133146286,,
7,9899,,,,0.859375,,0.31923115253448486,,
7,9949,,,,0.9375,,0.31954559683799744,,
7,9983,,,,,,,0.9198107719421387,0.23934011161327362
7,9983,,,0.9329802393913269,,0.19784188270568848,,,
8,9999,,,,0.890625,,0.19574013352394104,,
8,10049,,,,0.921875,,0.18616774678230286,,
8,10099,,,,0.9375,,0.18205994367599487,,
8,10149,,,,0.953125,,0.10987330228090286,,
8,10199,,,,0.9375,,0.2686963975429535,,
8,10249,,,,0.890625,,0.2940651774406433,,
8,10299,,,,0.9375,,0.10647525638341904,,
8,10349,,,,0.921875,,0.14817489683628082,,
8,10399,,,,0.953125,,0.1802932471036911,,
8,10449,,,,0.90625,,0.22717541456222534,,
8,10499,,,,0.984375,,0.07339553534984589,,
8,10549,,,,0.921875,,0.22097834944725037,,
8,10599,,,,0.90625,,0.22603470087051392,,
8,10649,,,,0.9375,,0.25546854734420776,,
8,10699,,,,0.953125,,0.1539568305015564,,
8,10749,,,,0.984375,,0.06505808234214783,,
8,10799,,,,0.953125,,0.18100880086421967,,
8,10849,,,,0.96875,,0.09323550760746002,,
8,10899,,,,0.96875,,0.10557648539543152,,
8,10949,,,,0.875,,0.2514866590499878,,
8,10999,,,,0.9375,,0.22491897642612457,,
8,11049,,,,0.90625,,0.23177164793014526,,
8,11099,,,,0.96875,,0.16815480589866638,,
8,11149,,,,0.953125,,0.16237115859985352,,
8,11199,,,,0.9375,,0.2096719741821289,,
8,11231,,,,,,,0.923302173614502,0.2266460806131363
8,11231,,,0.9380258321762085,,0.18169760704040527,,,
9,11249,,,,0.96875,,0.08921080827713013,,
9,11299,,,,0.9375,,0.17403529584407806,,
9,11349,,,,0.890625,,0.29857337474823,,
9,11399,,,,0.90625,,0.20949190855026245,,
9,11449,,,,0.90625,,0.3061445951461792,,
9,11499,,,,0.921875,,0.15543389320373535,,
9,11549,,,,0.953125,,0.11432451754808426,,
9,11599,,,,0.953125,,0.16719450056552887,,
9,11649,,,,0.9375,,0.19559311866760254,,
9,11699,,,,0.9375,,0.1708056926727295,,
9,11749,,,,0.90625,,0.21032865345478058,,
9,11799,,,,0.96875,,0.13850663602352142,,
9,11849,,,,0.953125,,0.17984798550605774,,
9,11899,,,,0.953125,,0.12327538430690765,,
9,11949,,,,0.859375,,0.310479998588562,,
9,11999,,,,0.9375,,0.29005903005599976,,
9,12049,,,,0.921875,,0.17678430676460266,,
9,12099,,,,1.0,,0.07797054946422577,,
9,12149,,,,0.921875,,0.25687864422798157,,
9,12199,,,,0.9375,,0.20228686928749084,,
9,12249,,,,0.953125,,0.11866726726293564,,
9,12299,,,,0.96875,,0.09626805782318115,,
9,12349,,,,0.953125,,0.10804447531700134,,
9,12399,,,,0.953125,,0.11495417356491089,,
9,12449,,,,0.90625,,0.5468973517417908,,
9,12479,,,,,,,0.9245410561561584,0.2300160974264145
9,12479,,,0.9414938688278198,,0.16874252259731293,,,
10,12480,0.9133725166320801,0.26455116271972656,,,,,,
